race,wealth,weight
Hispanic,22230,6170.5696846
Hispanic,22230,6110.4035074
Hispanic,22230,6180.5087963
Hispanic,22200,7361.4210707
Hispanic,22200,7358.3465165
Hispanic,22200,7376.2225526
Hispanic,22170,1677.8256914
Hispanic,22000,5255.5243645
Hispanic,22000,5253.3293543
Hispanic,22000,5252.6745614
Hispanic,21660,5993.1503849
Hispanic,21400,6127.1282044
Hispanic,21290,68.682789783
Hispanic,21290,67.78626504
Hispanic,21290,66.892015692
Hispanic,21170,1678.9411328
Hispanic,21070,1672.1021543
Hispanic,21000,5266.0915564
Hispanic,20780,7029.6970822
Hispanic,20780,6989.6899778
Hispanic,20500,8886.9977247
Hispanic,20400,288.06780542
Hispanic,20050,10800.843852
Hispanic,20000,5845.429078
Hispanic,20000,5815.8523676
Hispanic,20000,6363.5835491
Hispanic,20000,6343.439408
Hispanic,20000,6358.036885
Hispanic,20000,5111.20551
Hispanic,19960,7988.1904346
Hispanic,19920,6750.9707062
Hispanic,19910,6685.1153505
Hispanic,19910,6709.4235553
Hispanic,19910,6710.9342538
Hispanic,19910,6674.4932263
Hispanic,19900,6335.0767668
Hispanic,19900,6362.1042568
Hispanic,19800,6088.3791138
Hispanic,19800,5827.8759675
Hispanic,19800,5820.4524951
Hispanic,19780,6917.3902993
Hispanic,19780,6946.8234388
Hispanic,19780,6942.8539063
Hispanic,19500,5246.9433238
Hispanic,19400,5237.364659
Hispanic,19400,5243.457402
Hispanic,19400,5225.5704884
Hispanic,19400,5248.6400224
Hispanic,19340,7992.0056692
Hispanic,19200,3747.3427448
Hispanic,19200,5114.2224091
Hispanic,19100,5841.2771779
Hispanic,19050,10866.121006
Hispanic,19000,5823.6139971
Hispanic,18900,5798.2305697
Hispanic,18800,4430.8023573
Hispanic,18800,5771.7412184
Hispanic,18800,5840.9058154
Hispanic,18700,287.0851248
Hispanic,18700,288.35253093
Hispanic,18600,6067.1969428
Hispanic,18500,4360.8612189
Hispanic,18500,4365.8950506
Hispanic,18500,8496.7175407
Hispanic,18500,5116.5525231
Hispanic,18360,6605.4895159
Hispanic,18270,6621.5512868
Hispanic,18260,6608.5000833
Hispanic,18250,6595.6995556
Hispanic,18160,6606.7600074
Hispanic,18021,1744.5987898
Hispanic,17800,4359.4654136
Hispanic,17800,6097.3586707
Hispanic,17800,5884.8841749
Hispanic,17730,7046.8169198
Hispanic,17700,6565.6043855
Hispanic,17600,4387.2109461
Hispanic,17600,6562.6133597
Hispanic,17600,6563.8756044
Hispanic,17600,6552.8869458
Hispanic,17600,6578.5708738
Hispanic,17200,4344.2983322
Hispanic,17200,5111.3295895
Hispanic,17090,684.34390245
Hispanic,17090,681.40977348
Hispanic,17090,681.68687948
Hispanic,17090,682.52757521
Hispanic,17070,5503.3231194
Hispanic,17050,5461.3779267
Hispanic,17050,5514.241308
Hispanic,17040,5485.4550435
Hispanic,17021,5516.3230934
Hispanic,17021,5533.0881271
Hispanic,17011,5561.2268305
Hispanic,17000,5068.6700744
Hispanic,16990,685.51473947
Hispanic,16921,5557.276794
Hispanic,16800,5841.2673474
Hispanic,16700,2112.6999074
Hispanic,16700,6669.6167337
Hispanic,16700,6643.7909317
Hispanic,16700,6642.2518772
Hispanic,16700,6666.4428601
Hispanic,16700,6666.6024664
Hispanic,16521,1736.9412831
Hispanic,16500,2112.1037963
Hispanic,16400,4158.3715407
Hispanic,16350,5500.8551305
Hispanic,16250,5571.7568767
Hispanic,16150,5564.2640723
Hispanic,16060,5481.0637058
Hispanic,16050,5551.9534238
Hispanic,16011,5540.4723895
Hispanic,16000,288.25931681
Hispanic,16000,7791.9799581
Hispanic,16000,7788.2719851
Hispanic,15900,6952.5438099
Hispanic,15900,287.73307912
Hispanic,15500,6090.3284794
Hispanic,15400,3734.5595007
Hispanic,15200,3749.8340292
Hispanic,15200,5819.0817642
Hispanic,15100,5494.0537775
Hispanic,15100,5876.562165
Hispanic,15000,5705.974131
Hispanic,15000,5722.7544562
Hispanic,15000,5731.2451598
Hispanic,15000,5710.8944658
Hispanic,15000,5711.8929135
Hispanic,14930,4919.7609736
Hispanic,14790,7038.0733426
Hispanic,14701,1750.2815678
Hispanic,14700,4576.2516471
Hispanic,14700,4573.211314
Hispanic,14700,4557.610799
Hispanic,14700,4577.7314648
Hispanic,14600,2111.1648069
Hispanic,14600,4567.8973773
Hispanic,14600,639.06413009
Hispanic,14500,3742.988443
Hispanic,14500,4367.8742567
Hispanic,14500,4387.1572851
Hispanic,14400,4377.7325975
Hispanic,14400,4385.7390732
Hispanic,14400,4382.8253113
Hispanic,14300,5839.3977002
Hispanic,14200,4629.4355027
Hispanic,14100,5259.6585726
Hispanic,14001,6380.9804322
Hispanic,14001,6374.82461
Hispanic,14001,6389.51156
Hispanic,14001,6379.0533816
Hispanic,14001,6382.3931506
Hispanic,13750,7308.4747797
Hispanic,13740,7297.6429287
Hispanic,13740,7311.8057449
Hispanic,13640,7309.8804825
Hispanic,13640,7326.2459149
Hispanic,13500,3751.0466091
Hispanic,13500,5848.0100423
Hispanic,13400,6625.0300628
Hispanic,13300,6957.2112728
Hispanic,13286,2055.2887632
Hispanic,13286,2056.0859816
Hispanic,13286,2063.0553504
Hispanic,13286,2059.1647712
Hispanic,13186,2067.5745278
Hispanic,13100,4929.9932515
Hispanic,13000,2728.5903463
Hispanic,13000,2724.1600503
Hispanic,13000,7760.0101432
Hispanic,13000,4922.7990829
Hispanic,12900,2722.9237018
Hispanic,12900,2721.5738332
Hispanic,12900,2717.4016399
Hispanic,12900,6947.2639885
Hispanic,12800,4715.1602422
Hispanic,12750,638.01751013
Hispanic,12710,5020.119284
Hispanic,12700,5073.4224736
Hispanic,12700,5034.8051262
Hispanic,12600,638.27696998
Hispanic,12500,2109.8641709
Hispanic,12500,2114.6192036
Hispanic,12470,641.86107134
Hispanic,12420,7820.8449375
Hispanic,12410,7815.1352497
Hispanic,12410,7821.4454515
Hispanic,12300,4287.7283419
Hispanic,12240,6839.5988519
Hispanic,12220,5056.4613066
Hispanic,12200,640.76479338
Hispanic,12100,6639.8622454
Hispanic,12080,7041.8918018
Hispanic,12000,6623.756058
Hispanic,11900,5252.4670297
Hispanic,11900,6954.5831758
Hispanic,11800,5252.36322
Hispanic,11700,5048.3298185
Hispanic,11700,7788.4584499
Hispanic,11600,4857.859383
Hispanic,11550,4566.5551878
Hispanic,11550,4583.0155387
Hispanic,11550,4593.8772443
Hispanic,11500,4862.5503542
Hispanic,11500,4869.0513988
Hispanic,11500,4861.0818681
Hispanic,11500,4863.6268995
Hispanic,11500,5659.7888107
Hispanic,11500,5667.2600356
Hispanic,11500,5683.9353035
Hispanic,11450,4601.6278453
Hispanic,11450,4586.687375
Hispanic,11440,4901.9947518
Hispanic,11420,7813.5829565
Hispanic,11410,7822.6403396
Hispanic,11400,5680.3014934
Hispanic,11350,5271.7620609
Hispanic,11280,539.2125012
Hispanic,11110,7038.9507015
Hispanic,11060,4434.7269727
Hispanic,11000,6770.3383201
Hispanic,10900,6744.1225084
Hispanic,10900,6742.5602118
Hispanic,10900,6767.1165161
Hispanic,10900,6767.2785327
Hispanic,10800,4999.1060479
Hispanic,10700,4138.2092403
Hispanic,10700,4135.3720757
Hispanic,10700,4141.2081465
Hispanic,10700,4135.2786403
Hispanic,10600,4140.3464983
Hispanic,10500,5685.2569105
Hispanic,10500,5338.8060854
Hispanic,10500,5298.1148076
Hispanic,10500,5321.47216
Hispanic,10500,5317.2120976
Hispanic,10500,5329.8138424
Hispanic,10500,4925.7047747
Hispanic,10400,5829.8836526
Hispanic,10390,5551.9725864
Hispanic,10300,6689.6964337
Hispanic,10300,6685.1033998
Hispanic,10300,6696.5621199
Hispanic,10300,6685.4168704
Hispanic,10300,6692.5270723
Hispanic,10300,5825.8090661
Hispanic,10300,5823.3758721
Hispanic,10300,5822.6500267
Hispanic,10300,5837.5229196
Hispanic,10290,5555.3633144
Hispanic,10290,5527.3924337
Hispanic,10260,5843.953493
Hispanic,10200,5864.1827556
Hispanic,10200,3921.7434424
Hispanic,10190,5540.9072369
Hispanic,10180,5934.7261395
Hispanic,10180,5544.1231584
Hispanic,10160,5896.171525
Hispanic,10160,5868.4130293
Hispanic,10060,4431.5155113
Hispanic,10060,4428.4772553
Hispanic,10060,4428.3771974
Hispanic,10060,4433.8042529
Hispanic,10000,4189.7381791
Hispanic,10000,3901.5327946
Hispanic,10000,4852.6703525
Hispanic,10000,4796.1147374
Hispanic,10000,4824.2193119
Hispanic,10000,4828.542054
Hispanic,10000,4830.5616007
Hispanic,9900,3925.257521
Hispanic,9870,7938.8105598
Hispanic,9870,3898.8964441
Hispanic,9860,4705.030924
Hispanic,9860,4713.6359986
Hispanic,9850,3926.8992673
Hispanic,9800,3944.8720928
Hispanic,9800,5276.3610738
Hispanic,9710,7992.0056692
Hispanic,9600,4922.9082496
Hispanic,9560,5256.4620951
Hispanic,9500,769.1877778
Hispanic,9500,5108.9878152
Hispanic,9500,5092.7358952
Hispanic,9500,5986.1036775
Hispanic,9500,6028.3650443
Hispanic,9500,5971.6425158
Hispanic,9450,4290.98962
Hispanic,9450,4287.7283419
Hispanic,9450,4293.9590806
Hispanic,9450,4287.6435993
Hispanic,9450,4293.2763025
Hispanic,9400,4924.0529055
Hispanic,9350,5259.2632811
Hispanic,9300,5097.5322545
Hispanic,9300,5101.5060119
Hispanic,9300,5105.259031
Hispanic,9280,6192.9198898
Hispanic,9270,6188.5915722
Hispanic,9270,6186.0068593
Hispanic,9270,6185.2358143
Hispanic,9270,6201.0348662
Hispanic,9200,4804.7815482
Hispanic,9200,4927.9489973
Hispanic,9100,4820.4324287
Hispanic,9100,4783.6920879
Hispanic,9100,4800.9351183
Hispanic,9100,4812.3132913
Hispanic,9100,3930.4981405
Hispanic,9100,5252.7246942
Hispanic,9020,7761.8081898
Hispanic,9000,4908.4656479
Hispanic,8920,4647.2310803
Hispanic,8850,3951.5806965
Hispanic,8850,3955.1215107
Hispanic,8850,3956.7757477
Hispanic,8800,5260.0996842
Hispanic,8800,4922.9185886
Hispanic,8800,4262.4722329
Hispanic,8781,4661.7520497
Hispanic,8750,3974.8853134
Hispanic,8750,3928.5598745
Hispanic,8720,4623.6811192
Hispanic,8700,4259.7964038
Hispanic,8700,4257.4028088
Hispanic,8700,4256.7252511
Hispanic,8700,4262.1157175
Hispanic,8640,4710.5043912
Hispanic,8620,4615.2199259
Hispanic,8600,5790.1000266
Hispanic,8600,5777.117251
Hispanic,8600,5771.6814579
Hispanic,8600,5785.874134
Hispanic,8500,6946.3562309
Hispanic,8500,6142.9175438
Hispanic,8500,6055.1691779
Hispanic,8400,4904.6453256
Hispanic,8400,4867.2631315
Hispanic,8400,4888.7210244
Hispanic,8400,4884.8073975
Hispanic,8400,4896.384347
Hispanic,8280,4366.468052
Hispanic,8151,5943.0893826
Hispanic,8151,5951.7746013
Hispanic,8151,5943.2336568
Hispanic,8100,5275.1345196
Hispanic,8010,6176.5448721
Hispanic,7940,6184.6982427
Hispanic,7850,2152.727293
Hispanic,7790,7056.0508118
Hispanic,7700,4293.9590806
Hispanic,7600,5781.6207757
Hispanic,7600,3913.390209
Hispanic,7550,2155.2910808
Hispanic,7500,6952.5438099
Hispanic,7500,6947.2639885
Hispanic,7500,6957.2112728
Hispanic,7500,6946.3562309
Hispanic,7500,6954.5831758
Hispanic,7500,8429.6401739
Hispanic,7400,5078.974704
Hispanic,7280,4380.4023088
Hispanic,7280,4373.9874749
Hispanic,7270,4370.5804094
Hispanic,7200,3918.6128802
Hispanic,7151,5946.5973027
Hispanic,7080,5935.6030147
Hispanic,7000,6859.4630885
Hispanic,7000,4002.2597719
Hispanic,7000,3984.3309513
Hispanic,7000,3989.5904819
Hispanic,7000,4001.3293981
Hispanic,7000,3998.7712987
Hispanic,7000,3933.2918849
Hispanic,6940,4694.4355308
Hispanic,6900,5071.1020915
Hispanic,6850,6869.284657
Hispanic,6801,5155.3531482
Hispanic,6800,6858.5668033
Hispanic,6680,5868.2756832
Hispanic,6601,5156.5518512
Hispanic,6600,4681.5104483
Hispanic,6600,4678.8798907
Hispanic,6600,4684.4511809
Hispanic,6600,4678.1352557
Hispanic,6600,4684.0593709
Hispanic,6501,5133.4521779
Hispanic,6500,4723.1630255
Hispanic,6500,4712.5725753
Hispanic,6500,4716.2462392
Hispanic,6500,4719.7158346
Hispanic,6460,5283.4822384
Hispanic,6460,5259.8139582
Hispanic,6460,5282.2540288
Hispanic,6450,5266.7571949
Hispanic,6450,5278.8770185
Hispanic,6400,4708.1384314
Hispanic,6301,5140.2286102
Hispanic,6280,4377.2052812
Hispanic,6210,5257.7534139
Hispanic,6210,5230.6368953
Hispanic,6200,5221.6822456
Hispanic,6200,5240.3929876
Hispanic,6151,5949.3066588
Hispanic,6140,6864.6761824
Hispanic,6100,5235.0936317
Hispanic,5970,5469.788853
Hispanic,5970,5463.9888172
Hispanic,5970,5476.3030911
Hispanic,5970,5467.3571196
Hispanic,5970,5471.3326228
Hispanic,5950,4157.349447
Hispanic,5950,2153.3348695
Hispanic,5930,6866.6897744
Hispanic,5901,5152.0572672
Hispanic,5900,5362.1860985
Hispanic,5900,5368.9764554
Hispanic,5801,5583.8747523
Hispanic,5801,5581.4800427
Hispanic,5801,5585.2225254
Hispanic,5800,5366.0548217
Hispanic,5800,5363.0396161
Hispanic,5800,5369.4255569
Hispanic,5800,2054.869065
Hispanic,5800,2058.7017708
Hispanic,5800,9724.7065274
Hispanic,5770,5380.021779
Hispanic,5770,5381.7307206
Hispanic,5750,5377.6539442
Hispanic,5730,5383.0024431
Hispanic,5720,5384.6763913
Hispanic,5710,1802.2194186
Hispanic,5710,1802.5660552
Hispanic,5710,1799.5483589
Hispanic,5710,1803.0408116
Hispanic,5710,1806.6016578
Hispanic,5701,5577.525197
Hispanic,5701,5590.7724442
Hispanic,5700,2056.6199053
Hispanic,5700,2051.351208
Hispanic,5690,4273.6943103
Hispanic,5610,4154.1593132
Hispanic,5600,4294.855032
Hispanic,5600,2065.5218586
Hispanic,5500,4301.587439
Hispanic,5500,4595.7755557
Hispanic,5500,4631.0726352
Hispanic,5500,4623.2724399
Hispanic,5440,4156.0601302
Hispanic,5430,4160.6084215
Hispanic,5400,5944.4045464
Hispanic,5400,5849.4364499
Hispanic,5400,5910.5740113
Hispanic,5400,5870.9688117
Hispanic,5400,8426.1194698
Hispanic,5400,8425.0692095
Hispanic,5400,8435.5358868
Hispanic,5400,4616.0365642
Hispanic,5400,4612.3412326
Hispanic,5400,4150.7801404
Hispanic,5390,4595.7755557
Hispanic,5390,4141.4328804
Hispanic,5390,4159.716229
Hispanic,5300,5450.6821799
Hispanic,5300,771.23472326
Hispanic,5300,8446.5895055
Hispanic,5290,6204.3382875
Hispanic,5260,4152.1670467
Hispanic,5250,2151.7702434
Hispanic,5210,4246.9817786
Hispanic,5200,5445.9407689
Hispanic,5200,5442.7281879
Hispanic,5200,5442.8603154
Hispanic,5200,5448.4220186
Hispanic,5200,4747.1029977
Hispanic,5200,4699.7189279
Hispanic,5200,4708.3350353
Hispanic,5200,4732.3161672
Hispanic,5200,4591.5414165
Hispanic,5100,4714.1947744
Hispanic,5100,5894.4133867
Hispanic,5100,5849.4873848
Hispanic,5100,5875.275527
Hispanic,5100,5870.5721217
Hispanic,5100,5884.4853248
Hispanic,5100,4595.124595
Hispanic,5100,4591.6321655
Hispanic,5100,4598.3045238
Hispanic,5100,4597.5733521
Hispanic,5100,6004.4051241
Hispanic,5100,6030.0218618
Hispanic,4901,5981.6007402
Hispanic,4900,4708.672184
Hispanic,4900,4680.6927147
Hispanic,4900,4682.5082915
Hispanic,4900,4698.3802576
Hispanic,4900,4689.519894
Hispanic,4840,5816.9227926
Hispanic,4750,5845.9900447
Hispanic,4750,5811.7152047
Hispanic,4601,5967.8675266
Hispanic,4550,2150.4445914
Hispanic,4550,5506.525737
Hispanic,4550,5512.9316011
Hispanic,4550,5494.1254349
Hispanic,4510,4163.9498972
Hispanic,4500,4616.0365642
Hispanic,4500,4612.3412326
Hispanic,4500,4186.7450282
Hispanic,4500,4182.4536103
Hispanic,4500,4190.3299752
Hispanic,4500,4183.2108784
Hispanic,4500,4188.7462417
Hispanic,4450,5516.596673
Hispanic,4450,5518.3805691
Hispanic,4430,6202.8960137
Hispanic,4400,5874.3255008
Hispanic,4305,6198.9304257
Hispanic,4300,4170.1904251
Hispanic,4300,4175.4713089
Hispanic,4200,4173.1991444
Hispanic,4200,4170.8542087
Hispanic,4200,4175.8205767
Hispanic,4100,6031.4239396
Hispanic,4100,6012.3312611
Hispanic,4100,6026.1667943
Hispanic,4040,4276.0037743
Hispanic,4030,6192.9198898
Hispanic,4020,6188.5915722
Hispanic,4020,6186.0068593
Hispanic,4020,6185.2358143
Hispanic,4020,6201.0348662
Hispanic,4020,5599.7250095
Hispanic,4000,8556.1616527
Hispanic,4000,8552.5881059
Hispanic,4000,8551.5220821
Hispanic,4000,8562.1458551
Hispanic,4000,8573.3653789
Hispanic,4000,5583.2967938
Hispanic,3990,5596.1450361
Hispanic,3990,4308.8449006
Hispanic,3980,4291.4168197
Hispanic,3900,273.58628398
Hispanic,3820,5914.274409
Hispanic,3820,5904.5998001
Hispanic,3820,5911.214001
Hispanic,3810,5908.47242
Hispanic,3800,5904.8694233
Hispanic,3800,4293.2763025
Hispanic,3650,6579.7888139
Hispanic,3650,5777.8577508
Hispanic,3650,5819.3557314
Hispanic,3600,5006.3013086
Hispanic,3600,5024.445567
Hispanic,3600,9693.7304391
Hispanic,3600,9687.13314
Hispanic,3600,9688.7084969
Hispanic,3550,5910.1815823
Hispanic,3530,5601.0270362
Hispanic,3530,5935.6030147
Hispanic,3520,5926.0577453
Hispanic,3520,5892.9423859
Hispanic,3510,5868.2756832
Hispanic,3500,4287.6435993
Hispanic,3500,4631.0726352
Hispanic,3500,4623.2724399
Hispanic,3490,5575.9362588
Hispanic,3480,5926.0577453
Hispanic,3400,4290.98962
Hispanic,3300,2034.2966139
Hispanic,3300,2041.1921248
Hispanic,3290,6856.8615644
Hispanic,3270,6862.9694246
Hispanic,3200,5954.8027671
Hispanic,3200,5954.0605401
Hispanic,3200,5961.4574207
Hispanic,3200,5969.2690972
Hispanic,3170,6857.7576268
Hispanic,3170,6867.5767534
Hispanic,3150,6603.9104126
Hispanic,3100,5957.2908755
Hispanic,3050,6606.896334
Hispanic,3000,2037.342776
Hispanic,3000,5595.4711104
Hispanic,3000,7991.0533785
Hispanic,2900,2045.6634102
Hispanic,2900,5608.7323266
Hispanic,2900,9680.1759391
Hispanic,2890,6864.982516
Hispanic,2880,5892.9423859
Hispanic,2800,5967.4915551
Hispanic,2780,5910.1815823
Hispanic,2710,5599.9541094
Hispanic,2700,4167.902003
Hispanic,2700,4569.7550077
Hispanic,2700,2033.507844
Hispanic,2600,4572.1475142
Hispanic,2600,5028.8288243
Hispanic,2600,5012.9098949
Hispanic,2600,5027.659812
Hispanic,2500,4571.1354868
Hispanic,2500,4566.7256476
Hispanic,2500,4577.2469208
Hispanic,2400,3057.1930911
Hispanic,2400,3055.500269
Hispanic,2400,3056.470836
Hispanic,2400,3054.1554938
Hispanic,2400,3058.1437841
Hispanic,2330,10112.474835
Hispanic,2330,10110.277973
Hispanic,2330,10099.937094
Hispanic,2230,10109.079409
Hispanic,2230,10119.739291
Hispanic,2150,4474.2752349
Hispanic,2030,3299.6101102
Hispanic,1980,3300.9519485
Hispanic,1930,3305.0228736
Hispanic,1870,2034.2966139
Hispanic,1860,2045.6634102
Hispanic,1860,2033.507844
Hispanic,1860,2041.1921248
Hispanic,1860,2037.342776
Hispanic,1840,3313.8181271
Hispanic,1820,3319.4877048
Hispanic,1800,5201.6902374
Hispanic,1800,5188.3644249
Hispanic,1800,5224.205435
Hispanic,1800,5197.2619379
Hispanic,1800,5206.9557798
Hispanic,1800,5972.6975128
Hispanic,1600,6612.0783872
Hispanic,1600,6625.1366575
Hispanic,1550,6603.7523072
Hispanic,1520,5594.5957532
Hispanic,1520,5551.9548994
Hispanic,1520,5571.9671672
Hispanic,1520,5585.1726793
Hispanic,1501,5986.8190066
Hispanic,1500,5575.3744258
Hispanic,1500,3016.6895314
Hispanic,1500,3003.7554553
Hispanic,1500,3021.8507548
Hispanic,1500,3004.9769797
Hispanic,1500,3008.6828913
Hispanic,1500,6609.0661897
Hispanic,1500,6599.2709283
Hispanic,1450,6581.3133953
Hispanic,1400,6610.3373691
Hispanic,1330,4477.8599502
Hispanic,1230,4492.4459309
Hispanic,1200,10895.151051
Hispanic,1200,10912.62651
Hispanic,1200,10874.550437
Hispanic,1200,10902.012428
Hispanic,1200,10909.348119
Hispanic,1150,6519.5213648
Hispanic,1150,6513.467717
Hispanic,1150,6521.0180268
Hispanic,1150,6514.7617216
Hispanic,1150,6520.0219582
Hispanic,1100,5324.874318
Hispanic,1090,7461.8866934
Hispanic,1090,7459.5832239
Hispanic,1090,7465.3375866
Hispanic,1090,7453.673103
Hispanic,1090,7465.4318456
Hispanic,1020,7406.4342227
Hispanic,1010,6386.6746583
Hispanic,1000,768.24033934
Hispanic,1000,5618.1951494
Hispanic,1000,5319.3810099
Hispanic,1000,4131.5702436
Hispanic,1000,4100.0802682
Hispanic,1000,4118.1559467
Hispanic,1000,4114.8591895
Hispanic,1000,4124.6113688
Hispanic,950,5342.6354263
Hispanic,940,5945.9417727
Hispanic,911,7044.1327957
Hispanic,910,5331.0419542
Hispanic,900,5115.7054579
Hispanic,890,5326.4646762
Hispanic,890,5127.251662
Hispanic,890,5136.62894
Hispanic,890,5133.216308
Hispanic,890,5138.2899664
Hispanic,880,4233.7188293
Hispanic,870,5346.4328986
Hispanic,810,5326.4800663
Hispanic,790,5303.2635001
Hispanic,710,7889.2915498
Hispanic,700,4509.1222826
Hispanic,700,4532.5469457
Hispanic,700,4536.8214893
Hispanic,700,4499.700477
Hispanic,700,4514.4400912
Hispanic,670,8628.0685666
Hispanic,650,8606.2937934
Hispanic,620,8598.896689
Hispanic,610,8615.7243669
Hispanic,590,8644.8800904
Hispanic,580,8828.9086654
Hispanic,570,3776.1334448
Hispanic,570,3732.1243664
Hispanic,570,3753.9941033
Hispanic,570,3757.35787
Hispanic,570,3758.929392
Hispanic,550,8001.9526777
Hispanic,550,7996.477464
Hispanic,550,8009.54897
Hispanic,550,7996.1349669
Hispanic,550,8005.7971485
Hispanic,540,5517.5879559
Hispanic,510,4458.2054355
Hispanic,500,6408.0095678
Hispanic,500,6404.7152345
Hispanic,500,6415.2375499
Hispanic,500,6404.7229709
Hispanic,500,6410.5930008
Hispanic,470,5513.8863094
Hispanic,430,4484.8792269
Hispanic,420,5953.7907349
Hispanic,400,4131.7840454
Hispanic,400,4173.1991444
Hispanic,400,4170.8542087
Hispanic,400,4175.8205767
Hispanic,400,4170.1904251
Hispanic,400,4175.4713089
Hispanic,360,7889.2915498
Hispanic,300,5508.9790973
Hispanic,250,5322.1256613
Hispanic,240,5509.6990168
Hispanic,230,5515.5036788
Hispanic,230,5971.3090868
Hispanic,210,7877.5289641
Hispanic,210,5318.8317786
Hispanic,200,5042.882743
Hispanic,200,5039.0500041
Hispanic,200,5046.3725304
Hispanic,200,5038.9504124
Hispanic,200,5045.5701118
Hispanic,200,8038.8209734
Hispanic,190,5501.7226252
Hispanic,190,5497.9506331
Hispanic,190,5505.7096518
Hispanic,190,5497.8264113
Hispanic,190,5504.564096
Hispanic,170,4165.080665
Hispanic,170,4124.4690207
Hispanic,170,4171.7894787
Hispanic,170,4141.8058086
Hispanic,170,4153.9222352
Hispanic,150,7005.6167895
Hispanic,150,7000.296664
Hispanic,150,7010.3198819
Hispanic,150,6999.3819769
Hispanic,150,7007.6717231
Hispanic,150,3431.8249056
Hispanic,100,6277.3133383
Hispanic,100,6270.6182434
Hispanic,100,6281.0175965
Hispanic,100,6272.8390762
Hispanic,100,6278.2067729
Hispanic,100,4359.1344702
Hispanic,100,4367.1069316
Hispanic,100,4364.2055484
Hispanic,100,4349.3180111
Hispanic,100,4368.5191185
Hispanic,100,4156.0601302
Hispanic,100,4152.1670467
Hispanic,100,4160.6084215
Hispanic,100,4154.1593132
Hispanic,100,4157.349447
Hispanic,70,4185.6411481
Hispanic,70,4223.8025143
Hispanic,50,7930.7364892
Hispanic,50,7925.2913778
Hispanic,50,7938.8758642
Hispanic,50,7925.663002
Hispanic,50,7934.0922541
Hispanic,20,7829.895088
Hispanic,20,7839.5672613
Hispanic,20,7826.5371466
Hispanic,20,7831.7849804
Hispanic,20,6384.8726192
Hispanic,20,6378.10225
Hispanic,20,6392.476675
Hispanic,20,6382.034062
Hispanic,10,7820.9915302
Hispanic,10,7000.2781079
Hispanic,10,7005.1741212
Hispanic,10,7014.353446
Hispanic,5,6997.3543879
Hispanic,5,6996.4822137
Hispanic,0,4225.3810578
Hispanic,0,4223.0068009
Hispanic,0,4228.0352686
Hispanic,0,4222.3347173
Hispanic,0,4227.6816335
Hispanic,0,4927.1975428
Hispanic,0,4925.6204671
Hispanic,0,4956.9692564
Hispanic,0,4908.4836672
Hispanic,0,4932.8851082
Hispanic,0,4635.6761301
Hispanic,0,4632.5042396
Hispanic,0,4640.0767998
Hispanic,0,4632.3058248
Hispanic,0,4637.9033016
Hispanic,0,5047.5650401
Hispanic,0,5044.7701136
Hispanic,0,5046.3725639
Hispanic,0,5042.5498284
Hispanic,0,5049.1346775
Hispanic,0,5656.109636
Hispanic,0,5652.9777476
Hispanic,0,5654.7733925
Hispanic,0,5650.4897803
Hispanic,0,5657.8685121
Hispanic,-79,7045.5987513
Hispanic,-79,7035.5106514
Hispanic,-149,5529.4048716
Hispanic,-149,5484.7580787
Hispanic,-149,5525.4774377
Hispanic,-159,5508.7691898
Hispanic,-159,5501.427181
Hispanic,-500,8907.7568602
Hispanic,-500,8902.7515594
Hispanic,-500,8913.3523471
Hispanic,-500,8901.3347032
Hispanic,-500,8912.6068296
Hispanic,-599,271.92669745
Hispanic,-599,272.4240267
Hispanic,-599,272.24303583
Hispanic,-599,271.31433797
Hispanic,-599,272.51212018
Hispanic,-700,275.68751733
Hispanic,-750,3431.6593785
Hispanic,-780,7396.5630331
Hispanic,-850,3465.7252518
Hispanic,-850,3470.6123959
Hispanic,-870,4202.4398529
Hispanic,-980,7428.8981406
Hispanic,-1069,1743.202165
Hispanic,-1069,7040.4965954
Hispanic,-1079,7035.6696167
Hispanic,-1100,8021.2502123
Hispanic,-1180,6390.9001382
Hispanic,-1180,6387.7935605
Hispanic,-1180,6396.5588011
Hispanic,-1180,6386.6296283
Hispanic,-1180,6394.0444836999995
Hispanic,-1200,274.57243789
Hispanic,-1300,5771.8985816
Hispanic,-1300,5767.5117692
Hispanic,-1300,5775.8928642
Hispanic,-1300,5767.3977803
Hispanic,-1300,5774.9744454
Hispanic,-1500,5870.2057675
Hispanic,-1500,274.79242079
Hispanic,-1500,275.2231721
Hispanic,-1600,5904.8255581
Hispanic,-1600,5836.0075636
Hispanic,-1600,5877.9231903
Hispanic,-1600,8006.1234688
Hispanic,-1640,3915.9147437
Hispanic,-1670,4183.99423
Hispanic,-1680,7374.1517456
Hispanic,-2060,5458.7798806
Hispanic,-2060,5452.9915184
Hispanic,-2060,5465.2810075
Hispanic,-2060,5456.3530415
Hispanic,-2060,5460.3205432
Hispanic,-2500,5875.4657658
Hispanic,-2580,7434.1785
Hispanic,-2900,4128.9376018
Hispanic,-2900,4080.8167552
Hispanic,-2900,4104.7297816
Hispanic,-2900,4108.407825
Hispanic,-2900,4110.1261743
Hispanic,-2900,7994.1529991
Hispanic,-3500,4376.0662638
Hispanic,-3500,4350.4095368
Hispanic,-3500,4354.3077216
Hispanic,-3500,4356.1289189
Hispanic,-3530,4254.4144262
Hispanic,-3750,8829.3345305
Hispanic,-3800,6785.6207095
